# Omega_m sigma_8 chi2 weight
2.314171231956960173e-01 8.636215110858532773e-01 2.526727606564628026e+00 1.000000000000000000e+00
2.315803899897548312e-01 8.502932703028721617e-01 2.542644084769872137e+00 1.000000000000000000e+00
2.314086145674482953e-01 8.599365338531678171e-01 2.432487054232766788e+00 2.000000000000000000e+00
2.287526013467643948e-01 8.594688137871596689e-01 2.084119567003177576e+00 1.000000000000000000e+00
2.246588832792449641e-01 8.716676242638644601e-01 2.580592292443399494e+00 1.000000000000000000e+00
2.219142815909857791e-01 8.650523991309333471e-01 1.884389170750539133e+00 1.000000000000000000e+00
2.127848155174618672e-01 8.628132986865654219e-01 1.917526042846711798e+00 2.000000000000000000e+00
2.199643720404692859e-01 8.544206543309783575e-01 1.179233662849077158e+00 2.000000000000000000e+00
2.231726419013615736e-01 8.504426823098575339e-01 1.359363061024235098e+00 1.000000000000000000e+00
2.222039888928080964e-01 8.558505307982260391e-01 1.363990241788630930e+00 1.000000000000000000e+00
2.268089301541429958e-01 8.469650424083626783e-01 1.873401092906130883e+00 4.000000000000000000e+00
2.207342002992477292e-01 8.505313419876422421e-01 1.136559038202232808e+00 1.000000000000000000e+00
2.106357113442397511e-01 8.460267802669556580e-01 7.017436432936798862e-01 1.000000000000000000e+00
2.199193178184498942e-01 8.503311688634355159e-01 1.073301705474827727e+00 1.000000000000000000e+00
2.079376506035513772e-01 8.478766374323652988e-01 9.098362631567558090e-01 1.000000000000000000e+00
2.134459985256224879e-01 8.461442294986627477e-01 7.058151471116819176e-01 1.000000000000000000e+00
2.178839111226448244e-01 8.449727504061452787e-01 8.974167611135962508e-01 6.000000000000000000e+00
2.184447303222170900e-01 8.382221389960834435e-01 1.098849514830061214e+00 1.000000000000000000e+00
2.230437296811431658e-01 8.401939447446882259e-01 1.595973085110927503e+00 1.000000000000000000e+00
2.265171429945579684e-01 8.328806822431934487e-01 2.741873757205475659e+00 2.000000000000000000e+00
2.192686544322121067e-01 8.341428529921728341e-01 1.414378085159667453e+00 1.000000000000000000e+00
2.221000723146293598e-01 8.331988914261213575e-01 1.908331128600137649e+00 1.000000000000000000e+00
2.210039529220652055e-01 8.419847764646304356e-01 1.253421820243209472e+00 1.000000000000000000e+00
2.131952331641135956e-01 8.431904424345328941e-01 6.486990632104021604e-01 3.000000000000000000e+00
2.066947030223716120e-01 8.433780197376639087e-01 7.364071071923083966e-01 1.000000000000000000e+00
2.046383762948137397e-01 8.429994679133930857e-01 8.642215056857085465e-01 2.000000000000000000e+00
2.072308299348952776e-01 8.378674005992733376e-01 5.497710642305837503e-01 1.000000000000000000e+00
2.028400338687790239e-01 8.340366808827820444e-01 6.551719588036660769e-01 4.000000000000000000e+00
2.015276656902096342e-01 8.459527398122853592e-01 1.460121995542682516e+00 3.000000000000000000e+00
2.137992522648599070e-01 8.296063727492801743e-01 1.048345470667978896e+00 1.000000000000000000e+00
2.061001774485418936e-01 8.261218208132894425e-01 7.084338626978092801e-01 1.000000000000000000e+00
1.938833299489440831e-01 8.350758896311384349e-01 1.919845741364692771e+00 1.000000000000000000e+00
1.968675007163979696e-01 8.489795563898273612e-01 2.791039156132040677e+00 4.000000000000000000e+00
1.962885365065683840e-01 8.467123676808088195e-01 2.624659778703815949e+00 1.000000000000000000e+00
2.001115411172828540e-01 8.435555443375315487e-01 1.466829705218714697e+00 1.000000000000000000e+00
2.028667595225350506e-01 8.304424945481555520e-01 6.214750562704440817e-01 2.000000000000000000e+00
2.069627186645906225e-01 8.214293286124367821e-01 1.014109306254698861e+00 3.000000000000000000e+00
2.049424632778934774e-01 8.317356422276658279e-01 5.639768965591153149e-01 1.000000000000000000e+00
2.015530472251750582e-01 8.405716334995260164e-01 1.035672014254070961e+00 1.000000000000000000e+00
2.116469450186974355e-01 8.298800118045729368e-01 8.380388791171246021e-01 1.000000000000000000e+00
2.096718514552534385e-01 8.261582698910860945e-01 8.940012657691084330e-01 1.000000000000000000e+00
2.028858798367999816e-01 8.256920690867700641e-01 6.849368669058809589e-01 1.000000000000000000e+00
2.118451155229701954e-01 8.266294905243447566e-01 1.048678035814302412e+00 1.000000000000000000e+00
2.131647893594542653e-01 8.226418145367240253e-01 1.520128125063763935e+00 1.000000000000000000e+00
2.187375694831341366e-01 8.285690102617111474e-01 1.766181289875898175e+00 1.000000000000000000e+00
2.226758787173155063e-01 8.273205232306863888e-01 2.571631457247471442e+00 1.000000000000000000e+00
2.254469874636245985e-01 8.330778696591023547e-01 2.513392874813547007e+00 1.000000000000000000e+00
2.242915666774156769e-01 8.370771444225770797e-01 1.978587802333232171e+00 1.000000000000000000e+00
2.058300013117652372e-01 8.426280636279109837e-01 7.544002074011445513e-01 1.000000000000000000e+00
2.115860165954095984e-01 8.367989207520192263e-01 6.062360408369281695e-01 1.000000000000000000e+00
2.102413761747372878e-01 8.349083565794316319e-01 5.838525506170815227e-01 3.000000000000000000e+00
2.047157391272096394e-01 8.323689102458357025e-01 5.657421020968698144e-01 1.000000000000000000e+00
2.066653530669740890e-01 8.211142291122854875e-01 1.016781253399997142e+00 1.000000000000000000e+00
1.998681273544792025e-01 8.354455798316813286e-01 9.539390035161489090e-01 1.000000000000000000e+00
1.962701470462940578e-01 8.474245129541295718e-01 2.727932977026379824e+00 1.000000000000000000e+00
1.936100332880523744e-01 8.506134939566183384e-01 4.046993830017900251e+00 2.000000000000000000e+00
1.919855708956258455e-01 8.435385350970544538e-01 3.427923644496387201e+00 2.000000000000000000e+00
1.938051237297493123e-01 8.365837305706522731e-01 2.074691589018646365e+00 1.000000000000000000e+00
1.966725416882342259e-01 8.267708872833647860e-01 1.036339893156886349e+00 1.000000000000000000e+00
1.931576093291548224e-01 8.189497494244851739e-01 1.369487515178610781e+00 1.000000000000000000e+00
1.973045617908888438e-01 8.083306606263743754e-01 1.621042742082829058e+00 2.000000000000000000e+00
1.963699886539841954e-01 8.146562631439677737e-01 1.223549303982154557e+00 2.000000000000000000e+00
1.985819181155627777e-01 8.245100493897794536e-01 8.561233407281032548e-01 1.000000000000000000e+00
2.030758805757822416e-01 8.054724605674419280e-01 2.276313079233295511e+00 1.000000000000000000e+00
1.935358876477631662e-01 8.149159469444712256e-01 1.384735675378483855e+00 1.000000000000000000e+00
1.993431532283291563e-01 8.167963564318939662e-01 1.055271963224713838e+00 1.000000000000000000e+00
1.939481673430732689e-01 8.181772272525210665e-01 1.288267223795260819e+00 1.000000000000000000e+00
2.018361000205438904e-01 8.149082413776398415e-01 1.221386292560743048e+00 1.000000000000000000e+00
2.037168450694635535e-01 8.126413867727143581e-01 1.524073057523878116e+00 1.000000000000000000e+00
1.932054569612985107e-01 8.199646599461216656e-01 1.365492233452039406e+00 1.000000000000000000e+00
1.819872745248435619e-01 8.306774448762653806e-01 5.344964701239013571e+00 1.000000000000000000e+00
1.750737179123556531e-01 8.271263504022964286e-01 8.429077438469416705e+00 1.000000000000000000e+00
1.819598403892613014e-01 8.265414056037380108e-01 4.755120143488310802e+00 1.000000000000000000e+00
1.921707580219898515e-01 8.201691838682062530e-01 1.505846004198676535e+00 3.000000000000000000e+00
1.883787643159703651e-01 8.135608985420927919e-01 2.048199054742517955e+00 1.000000000000000000e+00
1.907461212513327509e-01 8.152389653952815118e-01 1.689411517979195976e+00 1.000000000000000000e+00
1.877822805616319313e-01 8.192715074962604316e-01 2.283177358582465732e+00 2.000000000000000000e+00
1.949006585782360745e-01 8.050860684778899934e-01 1.878951368406067468e+00 1.000000000000000000e+00
2.000627377278720864e-01 8.113858306651360319e-01 1.433592216690967813e+00 1.000000000000000000e+00
1.995161296582183830e-01 8.164440137775379469e-01 1.073131226237392655e+00 1.000000000000000000e+00
1.955049499141884028e-01 8.176715751376711916e-01 1.165625745843139605e+00 3.000000000000000000e+00
1.964141055797763991e-01 8.063738491726208935e-01 1.777697084109187919e+00 1.000000000000000000e+00
1.934904560017581543e-01 8.097086112930660384e-01 1.597907465970034524e+00 1.000000000000000000e+00
1.869585487501873866e-01 8.084483723494481078e-01 2.302573504881558542e+00 1.000000000000000000e+00
1.866355332004780987e-01 7.985694811237727953e-01 2.749500521888573079e+00 1.000000000000000000e+00
1.916816755567402053e-01 8.005701610444347915e-01 2.315156474242302309e+00 1.000000000000000000e+00
1.838024311072995742e-01 8.125776647359326255e-01 2.986424346245816430e+00 1.000000000000000000e+00
1.864011068090660472e-01 8.154187832991001139e-01 2.456721561874831927e+00 1.000000000000000000e+00
1.903289420503635199e-01 8.158714424448998415e-01 1.747411425547727992e+00 1.000000000000000000e+00
1.989384798651008812e-01 8.067291128444639137e-01 1.819323847518236059e+00 1.000000000000000000e+00
1.903253015886263166e-01 8.102711672499156581e-01 1.824028235825617683e+00 1.000000000000000000e+00
1.835186486248114590e-01 8.188423783210143636e-01 3.397450715264457966e+00 1.000000000000000000e+00
1.949125320962376284e-01 8.128231618961340166e-01 1.368370693652282366e+00 2.000000000000000000e+00
2.018968025470524175e-01 8.023954923958193097e-01 2.565653853829072073e+00 1.000000000000000000e+00
2.027732765427529282e-01 7.970988491643010709e-01 3.494170091592394112e+00 1.000000000000000000e+00
1.950710483502532955e-01 8.128646103588865746e-01 1.359031783704838237e+00 2.000000000000000000e+00
1.923998295455566776e-01 8.194843974208683157e-01 1.471299863453371159e+00 1.000000000000000000e+00
1.987164260708695340e-01 8.103948690040385650e-01 1.477129654323079855e+00 1.000000000000000000e+00
1.908604927897411263e-01 8.137416654536436811e-01 1.688406242512878741e+00 1.000000000000000000e+00
1.953044836991339739e-01 8.117607871996266322e-01 1.404780129568041769e+00 1.000000000000000000e+00
2.082481636486870069e-01 8.088817183779709596e-01 2.455713871532641424e+00 3.000000000000000000e+00
2.078242540565730934e-01 8.119966506873784740e-01 1.996015706837922288e+00 1.000000000000000000e+00
2.031280279591328730e-01 8.128038215162600721e-01 1.467472873922044618e+00 1.000000000000000000e+00
2.036744257474393249e-01 8.255719976003568217e-01 6.861528129801998110e-01 1.000000000000000000e+00
2.124649047952134051e-01 8.205864945428906765e-01 1.629770510164849195e+00 2.000000000000000000e+00
2.131827271849622840e-01 8.270737316457064114e-01 1.153845808754913937e+00 1.000000000000000000e+00
2.107173070727288988e-01 8.255946776427631750e-01 1.015263140079556869e+00 2.000000000000000000e+00
2.078124701833016508e-01 8.289494681556603961e-01 6.575359369668840603e-01 1.000000000000000000e+00
2.204334371083795097e-01 8.198957337647770904e-01 3.052844342016174384e+00 1.000000000000000000e+00
2.187475019604491200e-01 8.267546755391755875e-01 1.937885273511090967e+00 2.000000000000000000e+00
2.215077863809116754e-01 8.313935520684834213e-01 1.960177715327873882e+00 2.000000000000000000e+00
2.223963814892465085e-01 8.322078533939250011e-01 2.040735260762457148e+00 1.000000000000000000e+00
2.184718452032052005e-01 8.308666925560586058e-01 1.535538365179705211e+00 1.000000000000000000e+00
2.080785730511928444e-01 8.419090299549335521e-01 6.193227257179463319e-01 1.000000000000000000e+00
2.120429143492891522e-01 8.370101675415259068e-01 6.232175337477438015e-01 2.000000000000000000e+00
2.057732887865758031e-01 8.312159407096917363e-01 5.625677447667918329e-01 1.000000000000000000e+00
2.214443705063036394e-01 8.207051460078523819e-01 3.145700770031037319e+00 1.000000000000000000e+00
2.098347447846644898e-01 8.377534732222735592e-01 5.464620161940103582e-01 1.000000000000000000e+00
2.160368308628096978e-01 8.414972675496309451e-01 7.934991619071564140e-01 2.000000000000000000e+00
2.120415776398853203e-01 8.467099602665800751e-01 7.121753704107036675e-01 3.000000000000000000e+00
2.102646838212858249e-01 8.395603570855161291e-01 5.575086939478478554e-01 1.000000000000000000e+00
2.107845112094757500e-01 8.248882602585257962e-01 1.070697132233640270e+00 1.000000000000000000e+00
2.038115101614743629e-01 8.242601590116132027e-01 7.297671815210033941e-01 1.000000000000000000e+00
1.993642377667455001e-01 8.332311877078317774e-01 9.192014731754455381e-01 1.000000000000000000e+00
2.006390397938007941e-01 8.348075695150439790e-01 8.478535440338271778e-01 2.000000000000000000e+00
1.964817508308230321e-01 8.342438352315199035e-01 1.360302624917331560e+00 1.000000000000000000e+00
1.965066337194865675e-01 8.328502614480930433e-01 1.276250714249796525e+00 1.000000000000000000e+00
1.997656965608811674e-01 8.249846242426384091e-01 7.847451148921178454e-01 2.000000000000000000e+00
2.040832040643224821e-01 8.163236899878847375e-01 1.219527635107486185e+00 2.000000000000000000e+00
1.971482337488398018e-01 8.199399025646311179e-01 1.008849020661775509e+00 2.000000000000000000e+00
1.952126307906989489e-01 8.190142507538725747e-01 1.162515186628483521e+00 1.000000000000000000e+00
1.997834258999057755e-01 8.186314402575504134e-01 9.625987764546151126e-01 1.000000000000000000e+00
1.984382084654553180e-01 8.244195510629241941e-01 8.660608729479878365e-01 1.000000000000000000e+00
2.070034148159471399e-01 8.114703541148773347e-01 1.966503064149567326e+00 1.000000000000000000e+00
1.972106097062293062e-01 8.157411669363444640e-01 1.145979784024488302e+00 2.000000000000000000e+00
1.955641789385996754e-01 8.247326925098059647e-01 1.127952098842141426e+00 1.000000000000000000e+00
2.031937656232434830e-01 8.208905626953577617e-01 8.769932285596013788e-01 1.000000000000000000e+00
1.955723678650501951e-01 8.403689175289930091e-01 2.041486155916902412e+00 1.000000000000000000e+00
2.051582586820542009e-01 8.432849848294859951e-01 8.372119540469130650e-01 1.000000000000000000e+00
2.024710816907669408e-01 8.445754713493506260e-01 1.205954141450551687e+00 1.000000000000000000e+00
1.941112574885514308e-01 8.359980384738270320e-01 1.949286876282309455e+00 1.000000000000000000e+00
2.030367819121478845e-01 8.115643349856258570e-01 1.580901540083434087e+00 2.000000000000000000e+00
2.068716332539820846e-01 8.161934402462047711e-01 1.442371202176750300e+00 1.000000000000000000e+00
2.163776209356115532e-01 8.094556965992165676e-01 3.812978411561508629e+00 1.000000000000000000e+00
2.102371049496447319e-01 8.069480121187193600e-01 3.050163556618769256e+00 1.000000000000000000e+00
2.045637818779937334e-01 8.055945332306929663e-01 2.425529902741462962e+00 1.000000000000000000e+00
2.036139992349913497e-01 8.099073630945050617e-01 1.800757336020225141e+00 2.000000000000000000e+00
2.163754348637059732e-01 8.091012321392266893e-01 3.878453369964385278e+00 1.000000000000000000e+00
2.109811347360074918e-01 8.103876141090103902e-01 2.658855262164733890e+00 2.000000000000000000e+00
2.072305767866365056e-01 8.012387211251508212e-01 3.474679886853489386e+00 1.000000000000000000e+00
2.128169283240628762e-01 7.963690132381763265e-01 5.537530401837620353e+00 2.000000000000000000e+00
2.167869415096712327e-01 8.065701529846880380e-01 4.418210643248153602e+00 1.000000000000000000e+00
2.077661559419100024e-01 8.148122474126655579e-01 1.668061742513134105e+00 3.000000000000000000e+00
2.057408966720372379e-01 8.229466080785849957e-01 8.502590398865326193e-01 2.000000000000000000e+00
2.038823800062985192e-01 8.238917885294916310e-01 7.489606921199666312e-01 1.000000000000000000e+00
1.934032642397883750e-01 8.237471364704682664e-01 1.392191409062164098e+00 1.000000000000000000e+00
1.993237704505713970e-01 8.232599495863619499e-01 8.302858140575392065e-01 1.000000000000000000e+00
1.953014046662629732e-01 8.364597701577106692e-01 1.736574406214338895e+00 1.000000000000000000e+00
2.006228466596769733e-01 8.294523914620778315e-01 7.282012745616461835e-01 1.000000000000000000e+00
1.991880742299595441e-01 8.341865961121699424e-01 9.768826677252310242e-01 1.000000000000000000e+00
